gene,status,insdens
G1250,0,0.002680965
G1251,0,0.005572971
G1252,0,0.005988024
G1253,0,0.002252252
G1254,0,0.003853565
G1255,0,0.003333333
G1256,0,0.003003003
G1257,0,0.003508772
G1258,0,0.001212121
G1259,0,0.006410256
G1260,0,0.0008726
G1261,0,0.003164557
G1262,0,0.004149378
G1263,0,0.007021434
G1264,0,0.006802721
G1265,0,0.007142857
G1266,0,0.00877193
G1267,0,0.004719764
G1268,0,0.007246377
G1269,0,0.008032129
G1270,0,0.005804312
G1271,0,0.00331675
G1272,0,0.001415428
G1273,0,0.004542873
G1274,0,0.001424501
G1275,0,0.001013171
G1276,0,0.003875969
G1277,0,0.003267974
G1278,0,0.002747253
G1279,0,0.020289855
G1280,0,0.003183265
G1281,0,0.001216545
G1282,0,0.000807103
G1283,0,0.007168459
G1284,0,0.001536098
G1285,0,0.006833713
G1286,0,0.003968254
G1287,0,0.004153686
G1288,0,0.008736559
G1289,0,0.008281573
G1290,0,0.002296871
G1291,0,0.006535948
G1292,0,0.001165501
G1293,0,0.002762431
G1294,0,0.001103753
G1295,0,0.006289308
G1296,0,0.017094017
G1297,0,0.007532957
G1298,0,0.002849003
G1299,0,0.018115942
G1300,0,0.013888889
G1301,0,0.007936508
G1302,0,0.004096262
G1303,0,0.003831418
G1304,0,0.006802721
G1305,0,0.005025126
G1306,0,0.00341006
G1307,0,0.004255319
G1308,0,0.014322917
G1309,0,0.005597015
G1310,0,0.001131862
G1311,0,0.003820439
G1312,0,0.005154639
G1313,0,0.006447996
G1314,0,0.003787879
G1315,0,0.002873563
G1316,0,0.003267974
G1317,0,0.003367003
G1318,0,0.004796163
G1319,0,0.010384216
G1320,0,0.00729927
G1321,0,0.011235955
G1322,0,0.007751938
G1323,0,0.008547009
G1324,0,0.006493506
G1325,0,0.001610306
G1326,0,0.006920415
G1327,0,0.004548408
G1328,0,0.003615329
G1329,0,0.005555556
G1330,0,0.012658228
G1331,0,0.003389831
G1332,0,0.009009009
G1333,0,0.004273504
G1334,0,0.004098361
G1335,0,0.016949153
G1336,0,0.004901961
G1337,0,0.013478486
G1338,0,0.002949853
G1339,0,0.000848176
G1340,0,0.004573171
G1341,0,0.002073613
G1342,0,0.001862197
G1343,0,0.002544529
G1344,0,0.002666667
G1345,0,0.004016064
G1346,0,0.004768717
G1347,0,0.003921569
G1348,0,0.001745201
G1349,0,0.0027894
G1350,0,0.006369427
G1351,0,0.003246753
G1352,0,0.004259851
G1353,0,0.004778973
G1354,0,0.006666667
G1355,0,0.002614379
G1356,0,0.003384095
G1357,0,0.004329004
G1358,0,0.008004574
G1359,0,0.007843137
G1360,0,0.012578616
G1361,0,0.001529052
G1362,0,0.007366483
G1363,0,0.004249292
G1364,0,0.009342978
G1365,0,0.002020202
G1366,0,0.008032129
G1367,0,0.003003003
G1368,0,0.003341688
G1369,0,0.002116402
G1370,0,0.001114827
G1371,0,0.003690037
G1372,0,0.006993007
G1373,0,0.005518764
G1374,0,0.004092769
G1375,0,0.001754386
G1376,0,0.002473717
G1377,0,0.010270775
G1378,0,0.004329004
G1379,0,0.012345679
G1380,0,0.00110011
G1381,0,0.002178649
G1382,0,0.008695652
G1383,0,0.001163467
G1384,0,0.02141527
G1385,0,0.021164021
G1386,0,0.000803213
G1387,0,0.01037037
G1388,0,0.008333333
G1389,0,0.001669449
G1390,0,0.010282776
G1391,0,0.007698229
G1392,0,0.003003003
G1393,0,0.013745704
G1394,0,0.018627451
G1395,0,0.001915709
G1396,0,0.005154639
G1397,0,0.005050505
G1398,0,0.002710027
G1399,0,0.008298755
G1400,0,0.013333333
G1401,0,0.003527337
G1402,0,0.005847953
G1403,0,0.002754821
G1404,0,0.013035382
G1405,0,0.012138189
G1406,0,0.002923977
G1407,0,0.004651163
G1408,0,0.002663623
G1409,0,0.008130081
G1410,0,0.004385965
G1411,0,0.010299625
G1412,0,0.004310345
G1413,0,0.001137656
G1414,0,0.003248863
G1415,0,0.007113821
G1416,0,0.006802721
G1417,0,0.002849003
G1418,0,0.005376344
G1419,0,0.012300123
G1420,0,0.014784946
G1421,0,0.00078064
G1422,0,0.009009009
G1423,0,0.011019284
G1424,0,0.00440044
G1425,0,0.001041667
G1426,0,0.00486618
G1427,0,0.005208333
G1428,0,0.00273224
G1429,0,0.010714286
G1430,0,0.008888889
G1431,0,0.007751938
G1432,0,0.001763668
G1433,0,0.002754821
G1434,0,0.00284495
G1435,0,0.006666667
G1436,0,0.014285714
G1437,0,0.009163803
G1438,0,0.006265664
G1439,0,0.00330033
G1440,0,0.004166667
G1441,0,0.019480519
G1442,0,0.001338688
G1443,0,0.007490637
G1444,0,0.010752688
G1445,0,0.004830918
G1446,0,0.005602241
G1447,0,0.005128205
G1448,0,0.000870322
G1449,0,0.002883506
G1450,0,0.001051525
G1451,0,0.011608624
G1452,0,0.006369427
G1453,0,0.002237136
G1454,0,0.003100775
G1455,0,0.001145475
G1456,0,0.009950249
G1457,0,0.001317523
G1458,0,0.014184397
G1459,0,0.006357856
G1460,0,0.008230453
G1461,0,0.002660585
G1462,0,0.009848485
G1463,0,0.005578801
G1464,0,0.005509642
G1465,0,0.003690037
G1466,0,0.011019284
G1467,0,0.008375209
G1468,0,0.009375
G1469,0,0.000723066
G1470,0,0.003220612
G1471,0,0.005089059
G1472,0,0.009573542
G1473,0,0.002096436
G1474,0,0.002252252
G1475,0,0.018666667
G1476,0,0.002339181
G1477,0,0.003663004
G1478,0,0.003003003
G1479,0,0.013035382
G1480,0,0.007407407
G1481,0,0.009544787
G1482,0,0.008185539
G1483,0,0.010510511
G1484,0,0.00170503
G1485,0,0.000852515
G1486,0,0.003755869
G1487,0,0.001355014
G1488,0,0.00130719
G1489,0,0.001960784
G1490,0,0.00456621
G1491,0,0.014076577
G1492,0,0.001338688
G1493,0,0.001692047
G1494,0,0.009661836
G1495,0,0.009746589
G1496,0,0.007092199
G1497,0,0.00717772
G1498,0,0.000933707
G1499,0,0.005882353
G1500,0,0.001557632
G1501,0,0.015503876
G1502,0,0.001872659
G1503,0,0.009237875
G1504,0,0.00137741
G1505,0,0.006441224
G1506,0,0.003174603
G1507,0,0.004016064
G1508,0,0.002463054
G1509,0,0.002962963
G1510,0,0.006535948
G1511,0,0.002164502
G1512,0,0.014925373
G1513,0,0.006006006
G1514,0,0.004357298
G1515,0,0.007407407
G1516,0,0.004807692
G1517,0,0.012345679
G1518,0,0.007194245
G1519,0,0.006097561
G1520,0,0.002320186
G1521,0,0.020920502
G1522,0,0.008375209
G1523,0,0.014583333
G1524,0,0.007017544
G1525,0,0.014388489
G1526,0,0.010288066
G1527,0,0.005229838
G1528,0,0.00486618
G1529,0,0.001536098
G1530,0,0.000788022
G1531,0,0.005490196
G1532,0,0.007843137
G1533,0,0.002816901
G1534,0,0.006092254
G1535,0,0.021996616
G1536,0,0.006704981
G1537,0,0.002339181
G1538,0,0.001383126
G1539,0,0.003003003
G1540,0,0.051282051
G1541,0,0.015
G1542,0,0.007326007
G1543,0,0.003009782
G1544,0,0.010526316
G1545,0,0.013605442
G1546,0,0.001943635
G1547,0,0.011466011
G1548,0,0.002754821
G1549,0,0.004273504
G1550,0,0.004295533
G1551,0,0.011594203
G1552,0,0.003454231
G1553,0,0.012600229
G1554,0,0.002710027
G1555,0,0.003875969
G1556,0,0.001338688
G1557,0,0.010558069
G1558,0,0.008255934
G1559,0,0.007511737
G1560,0,0.016317016
G1561,0,0.007246377
G1562,0,0.01065449
G1563,0,0.016963528
G1564,0,0.01210121
G1565,0,0.012121212
G1566,0,0.005228758
G1567,0,0.004052685
G1568,0,0.007135576
G1569,0,0.001893939
G1570,0,0.020746888
G1571,0,0.002824859
G1572,0,0.008039579
G1573,0,0.023474178
G1574,0,0.001092896
G1575,0,0.003205128
G1576,0,0.007092199
G1577,0,0.006622517
G1578,0,0.004016064
G1579,0,0.012552301
G1580,0,0.00243309
G1581,0,0.006006006
G1582,0,0.008166295
G1583,0,0.008663366
G1584,0,0.009389671
G1585,0,0.010964912
G1586,0,0.016877637
G1587,0,0.00297619
G1588,0,0.008083141
G1589,0,0.007013201
G1590,0,0.01056338
G1591,0,0.023121387
G1592,0,0.001658375
G1593,0,0.004127967
G1594,0,0.004668534
G1595,0,0.001658375
G1596,0,0.007092199
G1597,0,0.014925373
G1598,0,0.009009009
G1599,0,0.00280112
G1600,0,0.00770077
G1601,0,0.002754821
G1602,0,0.002192982
G1603,0,0.001430615
G1604,0,0.005882353
G1605,0,0.007751938
G1606,0,0.003842459
G1607,0,0.004739336
G1608,0,0.001737404
G1609,0,0.003521127
G1610,0,0.002380952
G1611,0,0.008438819
G1612,0,0.009496676
G1613,0,0.000849257
G1614,0,0.001481481
G1615,0,0.00243309
G1616,0,0.005967604
G1617,0,0.004246285
G1618,0,0.005555556
G1619,0,0.002367424
G1620,0,0.002057613
G1621,0,0.004694836
G1622,0,0.009070295
G1623,0,0.017718715
G1624,0,0.006006006
G1625,0,0.013468013
G1626,0,0.001763668
G1627,0,0.00877193
G1628,0,0.008843537
G1629,0,0.010840108
G1630,0,0.007936508
G1631,0,0.001718213
G1632,0,0.006289308
G1633,0,0.015228426
G1634,0,0.020325203
G1635,0,0.012195122
G1636,0,0.001872659
G1637,0,0.011764706
G1638,0,0.006734007
G1639,0,0.004240882
G1640,0,0.009836066
G1641,0,0.006349206
G1642,0,0.006060606
G1643,0,0.001312336
G1644,0,0.003436426
G1645,0,0.015503876
G1646,0,0.005076142
G1647,0,0.004072135
G1648,0,0.003703704
G1649,0,0.006289308
G1650,0,0.008130081
G1651,0,0.003003003
G1652,0,0.00877193
G1653,0,0.007386888
G1654,0,0.004550626
G1655,0,0.022222222
G1656,0,0.005698006
G1657,0,0.005952381
G1658,0,0.00617284
G1659,0,0.008230453
G1660,0,0.00243309
G1661,0,0.017006803
G1662,0,0.003205128
G1663,0,0.004444444
G1664,0,0.01171875
G1665,0,0.006472492
G1666,0,0.002347418
G1667,0,0.004004004
G1668,0,0.015873016
G1669,0,0.004028197
G1670,0,0.006944444
G1671,0,0.001536098
G1672,0,0.01210121
G1673,0,0.003521127
G1674,0,0.005154639
G1675,0,0.007518797
G1676,0,0.005694761
G1677,0,0.000980392
G1678,0,0.005128205
G1679,0,0.011886305
G1680,0,0.002298851
G1681,0,0.013157895
G1682,0,0.008333333
G1683,0,0.005797101
G1684,0,0.008187135
G1685,0,0.007936508
G1686,0,0.00162206
G1687,0,0.012931034
G1688,0,0.008899676
G1689,0,0.001485884
G1690,0,0.012411348
G1691,0,0.000819001
G1692,0,0.001623377
G1693,0,0.006578947
G1694,0,0.009148085
G1695,0,0.00400641
G1696,0,0.010928962
G1697,0,0.012722646
G1698,0,0.015607581
G1699,0,0.012765957
G1700,0,0.00486618
G1701,0,0.00203252
G1702,0,0.001658375
G1703,0,0.005274262
G1704,0,0.003174603
G1705,0,0.005532503
G1706,0,0.004420866
G1707,0,0.008032129
G1708,0,0.010582011
G1709,0,0.013953488
G1710,0,0.008215962
G1711,0,0.014227642
G1712,0,0.009615385
G1713,0,0.006493506
G1714,0,0.006535948
G1715,0,0.010498688
G1716,0,0.007518797
G1717,0,0.010752688
G1718,0,0.001557632
G1719,0,0.004547522
G1720,0,0.01216545
G1721,0,0.004830918
G1722,0,0.002272727
G1723,0,0.0041841
G1724,0,0.008726003
G1725,0,0.003539823
G1726,0,0.001841621
G1727,0,0.005494505
G1728,0,0.006156552
G1729,0,0.002898551
G1730,0,0.012820513
G1731,0,0.022104332
G1732,0,0.003792188
G1733,0,0.006033183
G1734,0,0.008547009
G1735,0,0.006410256
G1736,0,0.003521127
G1737,0,0.017306245
G1738,0,0.008547009
G1739,0,0.003384095
G1740,0,0.00462963
G1741,0,0.003921569
G1742,0,0.00948213
G1743,0,0.002908668
G1744,0,0.010928962
G1745,0,0.005578801
G1746,0,0.005382545
G1747,0,0.005665722
G1748,0,0.001145475
G1749,0,0.008547009
G1750,0,0.009496676
G1751,0,0.015686275
G1752,0,0.002624672
G1753,0,0.034632035
G1754,0,0.003546099
G1755,0,0.001932367
G1756,0,0.015625
G1757,0,0.005277045
G1758,0,0.001118568
G1759,0,0.010362694
G1760,0,0.026737968
G1761,0,0.003796507
G1762,0,0.005464481
G1763,0,0.001888574
G1764,0,0.005698006
G1765,0,0.005784526
G1766,0,0.012106538
G1767,0,0.005291005
G1768,0,0.010351967
G1769,0,0.003401361
G1770,0,0.004998078
G1771,0,0.012768817
G1772,0,0.003077652
G1773,0,0.010989011
G1774,0,0.002070393
G1775,0,0.003412969
G1776,0,0.004878049
G1777,0,0.006724304
G1778,0,0.012698413
G1779,0,0.004240882
G1780,0,0.012066365
G1781,0,0.002710027
G1782,0,0.005733006
G1783,0,0.001239157
G1784,0,0.009963768
G1785,0,0.006369427
G1786,0,0.00078064
G1787,0,0.008333333
G1788,0,0.004115226
G1789,0,0.001806685
G1790,0,0.00486618
G1791,0,0.00971984
G1792,0,0.018115942
G1793,0,0.006410256
G1794,0,0.003766478
G1795,0,0.009259259
G1796,0,0.003100775
G1797,0,0.014224751
G1798,0,0.00203252
G1799,0,0.004653869
G1800,0,0.002777778
G1801,0,0.009259259
G1802,0,0.00625
G1803,0,0.004229143
G1804,0,0.006700168
G1805,0,0.002124646
G1806,0,0.002949853
G1807,0,0.019607843
G1808,0,0.002662407
G1809,0,0.002331002
G1810,0,0.002688172
G1811,0,0.009803922
G1812,0,0.00257732
G1813,0,0.006313131
G1814,0,0.001960784
G1815,0,0.001718213
G1816,0,0.016666667
G1817,0,0.003472222
G1818,0,0.008547009
G1819,0,0.001872659
G1820,0,0.003384095
G1821,0,0.011351909
G1822,0,0.003333333
G1823,0,0.004016064
G1824,0,0.002020202
G1825,0,0.00862069
G1826,0,0.010469012
G1827,0,0.001692047
G1828,0,0.003205128
G1829,0,0.01171875
G1830,0,0.003703704
G1831,0,0.003853565
G1832,0,0.005847953
G1833,0,0.006638217
G1834,0,0.006006006
G1835,0,0.012698413
G1836,0,0.008841733
G1837,0,0.002298851
G1838,0,0.000900901
G1839,0,0.006724304
G1840,0,0.002057613
G1841,0,0.007633588
G1842,0,0.009762901
G1843,0,0.015503876
G1844,0,0.01305483
G1845,0,0.001481481
G1846,0,0.002070393
G1847,0,0.005482456
G1848,0,0.006683375
G1849,0,0.005847953
G1850,0,0.004651163
G1851,0,0.003003003
G1852,0,0.010860485
G1853,0,0.00921659
G1854,0,0.003766478
G1855,0,0.008357915
G1856,0,0.022988506
G1857,0,0.004035513
G1858,0,0.006837607
G1859,0,0.006944444
G1860,0,0.001862197
G1861,0,0.004329004
G1862,0,0.008215962
G1863,0,0.006666667
G1864,0,0.00973236
G1865,0,0.015555556
G1866,0,0.018151815
G1867,0,0.003687316
G1868,0,0.004166667
G1869,0,0.003638017
G1870,0,0.011173184
G1871,0,0.018018018
G1872,0,0.009259259
G1873,0,0.001114827
G1874,0,0.006198347
G1875,0,0.002496879
G1876,0,0.003984064
G1877,0,0.002544529
G1878,0,0.009075908
G1879,0,0.000607165
G1880,0,0.005606953
G1881,0,0.008032129
G1882,0,0.003003003
G1883,0,0.018939394
G1884,0,0.007548669
G1885,0,0.010822511
G1886,0,0.007751938
G1887,0,0.009009009
G1888,0,0.006802721
G1889,0,0.004820937
G1890,0,0.006134969
G1891,0,0.01025641
G1892,0,0.001926782
G1893,0,0.00952381
G1894,0,0.0041841
G1895,0,0.009009009
G1896,0,0.018121125
G1897,0,0.004098361
G1898,0,0.001831502
G1899,0,0.018115942
G1900,0,0.002415459
G1901,0,0.016666667
G1902,0,0.007187781
G1903,0,0.008515815
G1904,0,0.001696353
G1905,0,0.00528169
G1906,0,0.011019284
G1907,0,0.00204499
G1908,0,0.004547522
G1909,0,0.005324814
G1910,0,0.003539823
G1911,0,0.008888889
G1912,0,0.003904863
G1913,0,0.003732415
G1914,0,0.002849003
G1915,0,0.002185792
G1916,0,0.003333333
G1917,0,0.011904762
G1918,0,0.003898635
G1919,0,0.001383126
G1920,0,0.004273504
G1921,0,0.009950249
G1922,0,0.007425743
G1923,0,0.00952381
G1924,0,0.002237136
G1925,0,0.011331445
G1926,0,0.003603604
G1927,0,0.004444444
G1928,0,0.00330033
G1929,0,0.011494253
G1930,0,0.000807103
G1931,0,0.006160164
G1932,0,0.003472222
G1933,0,0.002777778
G1934,0,0.002999625
G1935,0,0.004032258
G1936,0,0.002225932
G1937,0,0.005376344
G1938,0,0.007518797
G1939,0,0.003003003
G1940,0,0.012531328
G1941,0,0.013544018
G1942,0,0.007017544
G1943,0,0.005970149
G1944,0,0.009259259
G1945,0,0.003703704
G1946,0,0.003174603
G1947,0,0.014354067
G1948,0,0.004329004
G1949,0,0.001436782
G1950,0,0.004957507
G1951,0,0.003401361
G1952,0,0.002123142
G1953,0,0.009950249
G1954,0,0.004052685
G1955,0,0.001103753
G1956,0,0.006410256
G1957,0,0.006578947
G1958,0,0.001589193
G1959,0,0.011138614
G1960,0,0.008450704
G1961,0,0.010301692
G1962,0,0.003443526
G1963,0,0.003584229
G1964,0,0.001587302
G1965,0,0.014749263
G1966,0,0.003864734
G1967,0,0.011904762
G1968,0,0.008547009
G1969,0,0.004859086
G1970,0,0.006060606
G1971,0,0.002766252
G1972,0,0.01297648
G1973,0,0.001424501
G1974,0,0.005524862
G1975,0,0.008515815
G1976,0,0.005747126
G1977,0,0.004016064
G1978,0,0.004975124
G1979,0,0.001481481
G1980,0,0.004830918
G1981,0,0.004694836
G1982,0,0.010649627
G1983,0,0.010040161
G1984,0,0.01572327
G1985,0,0.011185682
G1986,0,0.003418803
G1987,0,0.002051282
G1988,0,0.007326007
G1989,0,0.004468275
G1990,0,0.004219409
G1991,0,0.008264463
G1992,0,0.01266825
G1993,0,0.011764706
G1994,0,0.007526882
G1995,0,0.005089059
G1996,0,0.005899705
G1997,0,0.004140787
G1998,0,0.014981273
G1999,0,0.005509642
G2000,0,0.005952381
G2001,0,0.009009009
G2002,0,0.002487562
G2003,0,0.001899335
G2004,0,0.003003003
G2005,0,0.027777778
G2006,0,0.009738822
G2007,0,0.003276003
G2008,0,0.003267974
G2009,0,0.003753754
G2010,0,0.004187605
G2011,0,0.006944444
G2012,0,0.007392473
G2013,0,0.010288066
G2014,0,0.003003003
G2015,0,0.002237136
G2016,0,0.008130081
G2017,0,0.002421308
G2018,0,0.00304414
G2019,0,0.007220217
G2020,0,0.004694836
G2021,0,0.002992892
G2022,0,0.003796507
G2023,0,0.007268951
G2024,0,0.007246377
G2025,0,0.012820513
G2026,0,0.0078125
G2027,0,0.008984726
G2028,0,0.003831418
G2029,0,0.023372287
G2030,0,0.010396361
G2031,0,0.001713796
G2032,0,0.00952381
G2033,0,0.003401361
G2034,0,0.007407407
G2035,0,0.018867925
G2036,0,0.003144654
G2037,0,0.004240882
G2038,0,0.007092199
G2039,0,0.008583691
G2040,0,0.011494253
G2041,0,0.000809061
G2042,0,0.003584229
G2043,0,0.002237136
G2044,0,0.016106443
G2045,0,0.002506266
G2046,0,0.007113821
G2047,0,0.003067485
G2048,0,0.00312989
G2049,0,0.005995204
G2050,0,0.005376344
G2051,0,0.00155521
G2052,0,0.001730104
G2053,0,0.005464481
G2054,0,0.002714441
G2055,0,0.003225806
G2056,0,0.005649718
G2057,0,0.001819836
G2058,0,0.002314815
G2059,0,0.012544803
G2060,0,0.001689189
G2061,0,0.013182674
G2062,0,0.001333333
G2063,0,0.009661836
G2064,0,0.011594203
G2065,0,0.002123142
G2066,0,0.00486618
G2067,0,0.001811594
G2068,0,0.005069708
G2069,0,0.008810573
G2070,0,0.014109347
G2071,0,0.004655493
G2072,0,0.001035197
G2073,0,0.00078064
G2074,0,0.003350084
G2075,0,0.008264463
G2076,0,0.001984127
G2077,0,0.001658375
G2078,0,0.008547009
G2079,0,0.006134969
G2080,0,0.010606061
G2081,0,0.002586844
G2082,0,0.002710027
G2083,0,0.002096436
G2084,0,0.002832861
G2085,0,0.005291005
G2086,0,0.007246377
G2087,0,0.00101626
G2088,0,0.005434783
G2089,0,0.02283105
G2090,0,0.003344482
G2091,0,0.00456621
G2092,0,0.010840108
G2093,0,0.007081437
G2094,0,0.006775068
G2095,0,0.007246377
G2096,0,0.007130125
G2097,0,0.005102041
G2098,0,0.005542359
G2099,0,0.004035513
G2100,0,0.00744879
G2101,0,0.001133787
G2102,0,0.003387534
G2103,0,0.007002801
G2104,0,0.002016129
G2105,0,0.011695906
G2106,0,0.001972387
G2107,0,0.016949153
G2108,0,0.010784314
G2109,0,0.01200565
G2110,0,0.006688963
G2111,0,0.008064516
G2112,0,0.00617284
G2113,0,0.002339181
G2114,0,0.002923977
G2115,0,0.006802721
G2116,0,0.008658009
G2117,0,0.002849003
G2118,0,0.010840108
G2119,0,0.009615385
G2120,0,0.004975124
G2121,0,0.001061571
G2122,0,0.007936508
G2123,0,0.012738854
G2124,0,0.016759777
G2125,0,0.008591065
G2126,0,0.011382114
G2127,0,0.004672897
G2128,0,0.001233046
G2129,0,0.00110011
G2130,0,0.008928571
G2131,0,0.007707129
G2132,0,0.002070393
G2133,0,0.002506266
G2134,0,0.011387164
G2135,0,0.005352364
G2136,0,0.004504505
G2137,0,0.002314815
G2138,0,0.002915452
G2139,0,0.002898551
G2140,0,0.008385744
G2141,0,0.006289308
G2142,0,0.005159959
G2143,0,0.00152439
G2144,0,0.002252252
G2145,0,0.003745318
G2146,0,0.001054852
G2147,0,0.008805031
G2148,0,0.005606953
G2149,0,0.006683375
G2150,0,0.005239031
G2151,0,0.004651163
G2152,0,0.003802281
G2153,0,0.012511171
G2154,0,0.008403361
G2155,0,0.002339181
G2156,0,0.013289037
G2157,0,0.002314815
G2158,0,0.001745201
G2159,0,0.007856341
G2160,0,0.007893139
G2161,0,0.00550055
G2162,0,0.001412429
G2163,0,0.001539646
G2164,0,0.002863688
G2165,0,0.003933137
G2166,0,0.005574136
G2167,0,0.001360544
G2168,0,0.004095004
G2169,0,0.003076923
G2170,0,0.006802721
G2171,0,0.002614379
G2172,0,0.021505376
G2173,0,0.000835422
G2174,0,0.001443001
G2175,0,0.00486618
G2176,0,0.003849115
G2177,0,0.006915629
G2178,0,0.013157895
G2179,0,0.009893455
G2180,0,0.008
G2181,0,0.002724796
G2182,0,0.001333333
G2183,0,0.001344086
G2184,0,0.004291845
G2185,0,0.01242236
G2186,0,0.008032129
G2187,0,0.002237136
G2188,0,0.007936508
G2189,0,0.018131102
G2190,0,0.001508296
G2191,0,0.002263724
G2192,0,0.011363636
G2193,0,0.0039801
G2194,0,0.001718213
G2195,0,0.003350084
G2196,0,0.005128205
G2197,0,0.005255255
G2198,0,0.004444444
G2199,0,0.008547009
G2200,0,0.0125
G2201,0,0.001650165
G2202,0,0.00486618
G2203,0,0.003030303
G2204,0,0.004240882
G2205,0,0.007843137
G2206,0,0.015398551
G2207,0,0.007490637
G2208,0,0.009557945
G2209,0,0.009852217
G2210,0,0.013623978
G2211,0,0.007366483
G2212,0,0.013574661
G2213,0,0.001007049
G2214,0,0.006756757
G2215,0,0.00154679
G2216,0,0.025821596
G2217,0,0.000516796
G2218,0,0.00359389
G2219,0,0.002544529
G2220,0,0.006825939
G2221,0,0.005747126
G2222,0,0.009009009
G2223,0,0.001349528
G2224,0,0.026666667
G2225,0,0.002724796
G2226,0,0.003603604
G2227,0,0.005767013
G2228,0,0.035087719
G2229,0,0.005319149
G2230,0,0.010319917
G2231,0,0.002610966
G2232,0,0.003508772
G2233,0,0.005185185
G2234,0,0.003584229
G2235,0,0.005509642
G2236,0,0.005154639
G2237,0,0.003174603
G2238,0,0.021505376
G2239,0,0.005263158
G2240,0,0.001926782
G2241,0,0.008359457
G2242,0,0.008069522
G2243,0,0.002624672
G2244,0,0.015625
G2245,0,0.006451613
G2246,0,0.026121522
G2247,0,0.003401361
G2248,0,0.001768347
G2249,0,0.004016064
G2250,0,0.001821494
G2251,0,0.029850746
G2252,0,0.005780347
G2253,0,0.014184397
G2254,0,0.011990408
G2255,0,0.00877193
G2256,0,0.006489676
G2257,0,0.003952569
G2258,0,0.001984127
G2259,0,0.000905797
G2260,0,0.004424779
G2261,0,0.003205128
G2262,0,0.007473842
G2263,0,0.017241379
G2264,0,0.000761035
G2265,0,0.015280136
G2266,0,0.00862069
G2267,0,0.002207506
G2268,0,0.00281294
G2269,0,0.009463722
G2270,0,0.007017544
G2271,0,0.00405515
G2272,0,0.001915709
G2273,0,0.009009009
G2274,0,0.005405405
G2275,0,0.00243309
G2276,0,0.003831418
G2277,0,0.015732547
G2278,0,0.012578616
G2279,0,0.002943341
G2280,0,0.00952381
G2281,0,0.003472222
G2282,0,0.00623053
G2283,0,0.012544803
G2284,0,0.007266122
G2285,0,0.009756098
G2286,0,0.003521127
G2287,0,0.00286123
G2288,0,0.005767013
G2289,0,0.002331002
G2290,0,0.007726269
G2291,0,0.005376344
G2292,0,0.012039127
G2293,0,0.004444444
G2294,0,0.006644518
G2295,0,0.006006006
G2296,0,0.00204499
G2297,0,0.002677376
G2298,0,0.006060606
G2299,0,0.009009009
G2300,0,0.003003003
G2301,0,0.006915629
G2302,0,0.014925373
G2303,0,0.003726708
G2304,0,0.001048218
G2305,0,0.00676819
G2306,0,0.008966599
G2307,0,0.008547009
G2308,0,0.016372796
G2309,0,0.003766478
G2310,0,0.000677507
G2311,0,0.00170068
G2312,0,0.001044932
G2313,0,0.019230769
G2314,0,0.005952381
G2315,0,0.003527337
G2316,0,0.002331002
G2317,0,0.005698006
G2318,0,0.003194888
G2319,0,0.015981735
G2320,0,0.003521127
G2321,0,0.001736111
G2322,0,0.003248863
G2323,0,0.003921569
G2324,0,0.001137656
G2325,0,0.013850416
G2326,0,0.001061571
G2327,0,0.019900498
G2328,0,0.016516517
G2329,0,0.004474273
G2330,0,0.007371007
G2331,0,0.003350084
G2332,0,0.002164502
G2333,0,0.01179941
G2334,0,0.003921569
G2335,0,0.003603604
G2336,0,0.015765766
G2337,0,0.005159959
G2338,0,0.004761905
G2339,0,0.007117438
G2340,0,0.00656168
G2341,0,0.003125
G2342,0,0.005319149
G2343,0,0.001883239
G2344,0,0.002283105
G2345,0,0.002222222
G2346,0,0.011314186
G2347,0,0.002298851
G2348,0,0.002070393
G2349,0,0.005354752
G2350,0,0.008375209
G2351,0,0.006410256
G2352,0,0.015695067
G2353,0,0.013020833
G2354,0,0.008333333
G2355,0,0.004246285
G2356,0,0.012263099
G2357,0,0.006688963
G2358,0,0.000976086
G2359,0,0.00913242
G2360,0,0.00530303
G2361,0,0.003463203
G2362,0,0.011509517
G2363,0,0.017241379
G2364,0,0.004198153
G2365,0,0.006369427
G2366,0,0.009192066
G2367,0,0.003952569
G2368,0,0.004192872
G2369,0,0.005494505
G2370,0,0.000931099
G2371,0,0.005144033
G2372,0,0.00456621
G2373,0,0.004611331
G2374,0,0.005649718
G2375,0,0.006079027
G2376,0,0.016129032
G2377,0,0.00913242
G2378,0,0.033333333
G2379,0,0.012285012
G2380,0,0.001255493
G2381,0,0.002389486
G2382,0,0.01336675
G2383,0,0.003933137
G2384,0,0.008912656
G2385,0,0.013114754
G2386,0,0.011627907
G2387,0,0.013536379
G2388,0,0.00676819
G2389,0,0.006997455
G2390,0,0.010791367
G2391,0,0.006369427
G2392,0,0.003759398
G2393,0,0.00280112
G2394,0,0.003183265
G2395,0,0.007374631
G2396,0,0.003679176
G2397,0,0.004444444
G2398,0,0.005005005
G2399,0,0.005899705
G2400,0,0.010198604
G2401,0,0.007662835
G2402,0,0.004444444
G2403,0,0.007829978
G2404,0,0.019607843
G2405,0,0.002923977
G2406,0,0.000865801
G2407,0,0.003016591
G2408,0,0.00178731
G2409,0,0.009592326
G2410,0,0.006074412
G2411,0,0.008281573
G2412,0,0.002267574
G2413,0,0.002314815
G2414,0,0.003174603
G2415,0,0.001949318
