gene,status,insdens
G1250,0,0.011152416
G1251,0,0.000856898
G1252,0,0.025641026
G1253,0,0.000807103
G1254,0,0.008474576
G1255,0,0.003021148
G1256,0,0.004219409
G1257,0,0.007960199
G1258,0,0.008
G1259,0,0.004975124
G1260,0,0.003683241
G1261,0,0.00623053
G1262,0,0.009230769
G1263,0,0.003921569
G1264,0,0.023724792
G1265,0,0.005542359
G1266,0,0.009259259
G1267,0,0.013513514
G1268,0,0.001383126
G1269,0,0.005602241
G1270,0,0.008130081
G1271,0,0.008583691
G1272,0,0.001576044
G1273,0,0.027777778
G1274,0,0.008507347
G1275,0,0.009654472
G1276,0,0.000861326
G1277,0,0.001511716
G1278,0,0.019267823
G1279,0,0.003384095
G1280,0,0.011185682
G1281,0,0.003703704
G1282,0,0.002116402
G1283,0,0.006493506
G1284,0,0.003205128
G1285,0,0.004916421
G1286,0,0.002554278
G1287,0,0.010351967
G1288,0,0.003703704
G1289,0,0.008450704
G1290,0,0.002849003
G1291,0,0.016790531
G1292,0,0.01180891
G1293,0,0.011608624
G1294,0,0.006329114
G1295,0,0.003205128
G1296,0,0.006535948
G1297,0,0.004291845
G1298,0,0.006849315
G1299,0,0.004541326
G1300,0,0.004608295
G1301,0,0.001943635
G1302,0,0.00617284
G1303,0,0.013136289
G1304,0,0.002207506
G1305,0,0.005649718
G1306,0,0.001025641
G1307,0,0.017777778
G1308,0,0.003252033
G1309,0,0.01147541
G1310,0,0.004016064
G1311,0,0.004166667
G1312,0,0.004219409
G1313,0,0.004761905
G1314,0,0.006410256
G1315,0,0.010903427
G1316,0,0.000861326
G1317,0,0.004132231
G1318,0,0.001111111
G1319,0,0.006944444
G1320,0,0.005150846
G1321,0,0.005376344
G1322,0,0.003778338
G1323,0,0.009929078
G1324,0,0.002406739
G1325,0,0.007246377
G1326,0,0.005555556
G1327,0,0.006802721
G1328,0,0.003115265
G1329,0,0.002129925
G1330,0,0.001092896
G1331,0,0.008706468
G1332,0,0.003248863
G1333,0,0.002380952
G1334,0,0.005649718
G1335,0,0.002969562
G1336,0,0.001932367
G1337,0,0.005797101
G1338,0,0.003267974
G1339,0,0.005494505
G1340,0,0.006920415
G1341,0,0.020618557
G1342,0,0.005833333
G1343,0,0.000589971
G1344,0,0.003496503
G1345,0,0.002777778
G1346,0,0.002906977
G1347,0,0.003584229
G1348,0,0.008695652
G1349,0,0.00952381
G1350,0,0.004807692
G1351,0,0.002604167
G1352,0,0.006437768
G1353,0,0.002207506
G1354,0,0.002824859
G1355,0,0.014184397
G1356,0,0.003099666
G1357,0,0.007215007
G1358,0,0.003333333
G1359,0,0.010321797
G1360,0,0.002710027
G1361,0,0.000877193
G1362,0,0.005730659
G1363,0,0.005420054
G1364,0,0.003472222
G1365,0,0.01179941
G1366,0,0.008807588
G1367,0,0.016666667
G1368,0,0.004662005
G1369,0,0.004975124
G1370,0,0.002849003
G1371,0,0.013157895
G1372,0,0.001768347
G1373,0,0.001638002
G1374,0,0.001257862
G1375,0,0.001243781
G1376,0,0.013110846
G1377,0,0.002529084
G1378,0,0.004964539
G1379,0,0.004102564
G1380,0,0.001035197
G1381,0,0.005787037
G1382,0,0.00620155
G1383,0,0.011551155
G1384,0,0.006647673
G1385,0,0.015151515
G1386,0,0.01300813
G1387,0,0.003508772
G1388,0,0.001893939
G1389,0,0.007832898
G1390,0,0.006554307
G1391,0,0.00893655
G1392,0,0.006086142
G1393,0,0.007730787
G1394,0,0.003912363
G1395,0,0.00672043
G1396,0,0.006289308
G1397,0,0.011764706
G1398,0,0.006060606
G1399,0,0.012544803
G1400,0,0.002645503
G1401,0,0.008507347
G1402,0,0.004694836
G1403,0,0.004484305
G1404,0,0.003683241
G1405,0,0.013722127
G1406,0,0.005747126
G1407,0,0.002415459
G1408,0,0.010816126
G1409,0,0.002849003
G1410,0,0.009929078
G1411,0,0.007662835
G1412,0,0.003164557
G1413,0,0.010526316
G1414,0,0.004016064
G1415,0,0.005747126
G1416,0,0.010162602
G1417,0,0.00805153
G1418,0,0.007122507
G1419,0,0.001862197
G1420,0,0.003519144
G1421,0,0.000739098
G1422,0,0.006775068
G1423,0,0.004016064
G1424,0,0.003921569
G1425,0,0.014711576
G1426,0,0.002267574
G1427,0,0.002339181
G1428,0,0.013192612
G1429,0,0.004166667
G1430,0,0.005787037
G1431,0,0.006785411
G1432,0,0.003003003
G1433,0,0.007042254
G1434,0,0.004166667
G1435,0,0.004149378
G1436,0,0.015582656
G1437,0,0.002816901
G1438,0,0.002421308
G1439,0,0.001745201
G1440,0,0.002754821
G1441,0,0.001568627
G1442,0,0.001092896
G1443,0,0.00922722
G1444,0,0.002962963
G1445,0,0.01217656
G1446,0,0.002364066
G1447,0,0.001216545
G1448,0,0.003333333
G1449,0,0.008849558
G1450,0,0.004541326
G1451,0,0.001319261
G1452,0,0.004938272
G1453,0,0.011608624
G1454,0,0.006802721
G1455,0,0.010903427
G1456,0,0.010745153
G1457,0,0.002192982
G1458,0,0.001926782
G1459,0,0.003703704
G1460,0,0.002635046
G1461,0,0.010638298
G1462,0,0.003205128
G1463,0,0.005208333
G1464,0,0.014285714
G1465,0,0.004742547
G1466,0,0.004385965
G1467,0,0.005012531
G1468,0,0.00140056
G1469,0,0.007389163
G1470,0,0.003313453
G1471,0,0.003745318
G1472,0,0.002989537
G1473,0,0.00648824
G1474,0,0.014492754
G1475,0,0.001360544
G1476,0,0.007843137
G1477,0,0.018018018
G1478,0,0.005509642
G1479,0,0.002677376
G1480,0,0.005139501
G1481,0,0.006289308
G1482,0,0.002525253
G1483,0,0.004761905
G1484,0,0.000597372
G1485,0,0.004329004
G1486,0,0.005012531
G1487,0,0.001736111
G1488,0,0.005681818
G1489,0,0.006475225
G1490,0,0.010814249
G1491,0,0.024966262
G1492,0,0.005089059
G1493,0,0.00199005
G1494,0,0.007473842
G1495,0,0.003802281
G1496,0,0.002849003
G1497,0,0.000931099
G1498,0,0.005847953
G1499,0,0.006435006
G1500,0,0.007246377
G1501,0,0.003787879
G1502,0,0.003364172
G1503,0,0.006535948
G1504,0,0.012906428
G1505,0,0.005347594
G1506,0,0.003921569
G1507,0,0.008032129
G1508,0,0.003154574
G1509,0,0.004385965
G1510,0,0.004938272
G1511,0,0.00286533
G1512,0,0.002583979
G1513,0,0.012542759
G1514,0,0.000933707
G1515,0,0.001966568
G1516,0,0.006382979
G1517,0,0.018425461
G1518,0,0.00243309
G1519,0,0.005797101
G1520,0,0.005376344
G1521,0,0.001891253
G1522,0,0.004848485
G1523,0,0.004444444
G1524,0,0.006410256
G1525,0,0.006965174
G1526,0,0.001865672
G1527,0,0.007054674
G1528,0,0.007955449
G1529,0,0.003731343
G1530,0,0.020833333
G1531,0,0.007905138
G1532,0,0.004096262
G1533,0,0.011299435
G1534,0,0.000898473
G1535,0,0.008130081
G1536,0,0.007432819
G1537,0,0.003584229
G1538,0,0.006445672
G1539,0,0.005952381
G1540,0,0.00204499
G1541,0,0.000680272
G1542,0,0.004255319
G1543,0,0.013108614
G1544,0,0.003703704
G1545,0,0.005192108
G1546,0,0.018993352
G1547,0,0.010526316
G1548,0,0.009950249
G1549,0,0.026666667
G1550,0,0.011695906
G1551,0,0.002267574
G1552,0,0.009752699
G1553,0,0.008417508
G1554,0,0.005847953
G1555,0,0.005307856
G1556,0,0.003030303
G1557,0,0.005319149
G1558,0,0.007194245
G1559,0,0.003508772
G1560,0,0.002070393
G1561,0,0.006715507
G1562,0,0.008032129
G1563,0,0.00297619
G1564,0,0.003212851
G1565,0,0.004102564
G1566,0,0.007092199
G1567,0,0.001287001
G1568,0,0.01
G1569,0,0.002830856
G1570,0,0.003649635
G1571,0,0.004694836
G1572,0,0.002212389
G1573,0,0.001650165
G1574,0,0.001515152
G1575,0,0.00095511
G1576,0,0.011267606
G1577,0,0.001966568
G1578,0,0.002273761
G1579,0,0.008547009
G1580,0,0.002024291
G1581,0,0.011773363
G1582,0,0.005899705
G1583,0,0.007518797
G1584,0,0.00877193
G1585,0,0.00877193
G1586,0,0.006082725
G1587,0,0.004219409
G1588,0,0.001333333
G1589,0,0.00714924
G1590,0,0.009070295
G1591,0,0.01305483
G1592,0,0.00621118
G1593,0,0.004668534
G1594,0,0.006944444
G1595,0,0.010928962
G1596,0,0.012703252
G1597,0,0.002624672
G1598,0,0.008385744
G1599,0,0.008023341
G1600,0,0.006944444
G1601,0,0.028673835
G1602,0,0.00140647
G1603,0,0.003623188
G1604,0,0.006802721
G1605,0,0.004444444
G1606,0,0.009803922
G1607,0,0.003584229
G1608,0,0.004535147
G1609,0,0.007604563
G1610,0,0.011904762
G1611,0,0.001874766
G1612,0,0.007526882
G1613,0,0.001587302
G1614,0,0.014322917
G1615,0,0.012121212
G1616,0,0.005722461
G1617,0,0.004016064
G1618,0,0.00130719
G1619,0,0.004040404
G1620,0,0.002849003
G1621,0,0.013182674
G1622,0,0.013333333
G1623,0,0.003745318
G1624,0,0.018518519
G1625,0,0.007843137
G1626,0,0.004685408
G1627,0,0.010319917
G1628,0,0.002173913
G1629,0,0.002752546
G1630,0,0.013645224
G1631,0,0.010416667
G1632,0,0.012937595
G1633,0,0.011009871
G1634,0,0.005390836
G1635,0,0.006468798
G1636,0,0.007002801
G1637,0,0.003623188
G1638,0,0.004040404
G1639,0,0.004830918
G1640,0,0.002136752
G1641,0,0.01140873
G1642,0,0.004926108
G1643,0,0.004415011
G1644,0,0.009501188
G1645,0,0.00660066
G1646,0,0.003584229
G1647,0,0.004115226
G1648,0,0.002949853
G1649,0,0.012820513
G1650,0,0.00952381
G1651,0,0.00357462
G1652,0,0.007495591
G1653,0,0.004975124
G1654,0,0.001899335
G1655,0,0.005733006
G1656,0,0.003436426
G1657,0,0.006622517
G1658,0,0.007707129
G1659,0,0.009578544
G1660,0,0.0008726
G1661,0,0.006410256
G1662,0,0.006928406
G1663,0,0.005734767
G1664,0,0.00204499
G1665,0,0.013192612
G1666,0,0.005973716
G1667,0,0.00620155
G1668,0,0.016483516
G1669,0,0.002666667
G1670,0,0.011019284
G1671,0,0.000923361
G1672,0,0.014014014
G1673,0,0.00130719
G1674,0,0.005742176
G1675,0,0.002259887
G1676,0,0.001658375
G1677,0,0.004504505
G1678,0,0.002320186
G1679,0,0.004651163
G1680,0,0.003003003
G1681,0,0.007092199
G1682,0,0.005726341
G1683,0,0.005665722
G1684,0,0.005787037
G1685,0,0.002008032
G1686,0,0.006451613
G1687,0,0.005688282
G1688,0,0.001312336
G1689,0,0.007246377
G1690,0,0.011185682
G1691,0,0.006802721
G1692,0,0.007374631
G1693,0,0.007936508
G1694,0,0.00312989
G1695,0,0.005702436
G1696,0,0.013492063
G1697,0,0.001675042
G1698,0,0.002116402
G1699,0,0.001696353
G1700,0,0.020671835
G1701,0,0.005925926
G1702,0,0.001811594
G1703,0,0.004016064
G1704,0,0.000938967
G1705,0,0.009781791
G1706,0,0.003030303
G1707,0,0.008849558
G1708,0,0.013986014
G1709,0,0.01754386
G1710,0,0.007593014
G1711,0,0.003003003
G1712,0,0.00280112
G1713,0,0.003703704
G1714,0,0.007843137
G1715,0,0.004040404
G1716,0,0.008298755
G1717,0,0.0013947
G1718,0,0.005661713
G1719,0,0.005128205
G1720,0,0.002645503
G1721,0,0.006666667
G1722,0,0.012851406
G1723,0,0.00154679
G1724,0,0.003003003
G1725,0,0.001937984
G1726,0,0.001841621
G1727,0,0.012891344
G1728,0,0.008474576
G1729,0,0.001831502
G1730,0,0.002999625
G1731,0,0.001626016
G1732,0,0.008849558
G1733,0,0.002666667
G1734,0,0.010909091
G1735,0,0.002192982
G1736,0,0.006060606
G1737,0,0.001782531
G1738,0,0.001287001
G1739,0,0.005376344
G1740,0,0.00177305
G1741,0,0.002256063
G1742,0,0.000931099
G1743,0,0.00456621
G1744,0,0.004975124
G1745,0,0.002604167
G1746,0,0.004694836
G1747,0,0.009009009
G1748,0,0.003194888
G1749,0,0.008547009
G1750,0,0.000766284
G1751,0,0.001234568
G1752,0,0.006535948
G1753,0,0.00152207
G1754,0,0.003474808
G1755,0,0.006802721
G1756,0,0.01096805
G1757,0,0.000931099
G1758,0,0.016765286
G1759,0,0.009041591
G1760,0,0.003350084
G1761,0,0.017954723
G1762,0,0.00877193
G1763,0,0.001028807
G1764,0,0.001670844
G1765,0,0.006357856
G1766,0,0.01826484
G1767,0,0.005931198
G1768,0,0.005154639
G1769,0,0.012077295
G1770,0,0.002863688
G1771,0,0.007092199
G1772,0,0.002066116
G1773,0,0.002217295
G1774,0,0.004405286
G1775,0,0.004397537
G1776,0,0.018648019
G1777,0,0.006289308
G1778,0,0.000893655
G1779,0,0.000784314
G1780,0,0.006289308
G1781,0,0.010816126
G1782,0,0.00130719
G1783,0,0.003724395
G1784,0,0.004504505
G1785,0,0.005464481
G1786,0,0.004975124
G1787,0,0.002506266
G1788,0,0.015503876
G1789,0,0.012937595
G1790,0,0.003703704
G1791,0,0.005208333
G1792,0,0.001606426
G1793,0,0.001022495
G1794,0,0.008743169
G1795,0,0.015649452
G1796,0,0.008080808
G1797,0,0.006893755
G1798,0,0.000784314
G1799,0,0.016161616
G1800,0,0.006024096
G1801,0,0.007662835
G1802,0,0.007285974
G1803,0,0.008064516
G1804,0,0.008438819
G1805,0,0.005952381
G1806,0,0.003762227
G1807,0,0.000974659
G1808,0,0.003531073
G1809,0,0.003773585
G1810,0,0.005208333
G1811,0,0.002123142
G1812,0,0.014184397
G1813,0,0.001165501
G1814,0,0.007279345
G1815,0,0.008522727
G1816,0,0.007092199
G1817,0,0.006516291
G1818,0,0.00095511
G1819,0,0.006510417
G1820,0,0.011494253
G1821,0,0.012820513
G1822,0,0.004095004
G1823,0,0.011494253
G1824,0,0.007575758
G1825,0,0.002898551
G1826,0,0.003703704
G1827,0,0.002192982
G1828,0,0.016025641
G1829,0,0.006756757
G1830,0,0.007017544
G1831,0,0.007548669
G1832,0,0.007220217
G1833,0,0.004504505
G1834,0,0.011695906
G1835,0,0.002770083
G1836,0,0.010441767
G1837,0,0.011494253
G1838,0,0.004550626
G1839,0,0.001718213
G1840,0,0.010040161
G1841,0,0.006160164
G1842,0,0.004504505
G1843,0,0.002442002
G1844,0,0.010393467
G1845,0,0.00264131
G1846,0,0.005979073
G1847,0,0.005555556
G1848,0,0.011389522
G1849,0,0.005388761
G1850,0,0.012106538
G1851,0,0.005376344
G1852,0,0.00408998
G1853,0,0.013071895
G1854,0,0.002314815
G1855,0,0.016806723
G1856,0,0.006116208
G1857,0,0.0027894
G1858,0,0.005747126
G1859,0,0.006775068
G1860,0,0.002534854
G1861,0,0.008695652
G1862,0,0.021582734
G1863,0,0.008690255
G1864,0,0.002057613
G1865,0,0.008714597
G1866,0,0.001841621
G1867,0,0.00456621
G1868,0,0.002506266
G1869,0,0.010506208
G1870,0,0.002109705
G1871,0,0.003831418
G1872,0,0.007843137
G1873,0,0.001763668
G1874,0,0.006944444
G1875,0,0.00243309
G1876,0,0.007380074
G1877,0,0.001073537
G1878,0,0.002666667
G1879,0,0.00152207
G1880,0,0.011560694
G1881,0,0.005555556
G1882,0,0.001436782
G1883,0,0.005532503
G1884,0,0.004694836
G1885,0,0.004975124
G1886,0,0.002473717
G1887,0,0.002484472
G1888,0,0.00477327
G1889,0,0.004721435
G1890,0,0.004016064
G1891,0,0.00312256
G1892,0,0.006447996
G1893,0,0.007843137
G1894,0,0.001568627
G1895,0,0.007894737
G1896,0,0.001872659
G1897,0,0.001924557
G1898,0,0.002136752
G1899,0,0.003267974
G1900,0,0.003463203
G1901,0,0.014298481
G1902,0,0.00304878
G1903,0,0.004166667
G1904,0,0.00440044
G1905,0,0.001302083
G1906,0,0.007226739
G1907,0,0.007981756
G1908,0,0.004065041
G1909,0,0.004357298
G1910,0,0.00418092
G1911,0,0.007092199
G1912,0,0.004140787
G1913,0,0.007194245
G1914,0,0.00672043
G1915,0,0.002339181
G1916,0,0.001111111
G1917,0,0.001344086
G1918,0,0.008258258
G1919,0,0.00973236
G1920,0,0.005105762
G1921,0,0.003753754
G1922,0,0.003787879
G1923,0,0.003831418
G1924,0,0.007575758
G1925,0,0.005494505
G1926,0,0.002283105
G1927,0,0.002886003
G1928,0,0.002070393
G1929,0,0.001494768
G1930,0,0.000784314
G1931,0,0.011435106
G1932,0,0.001412429
G1933,0,0.004734848
G1934,0,0.007541478
G1935,0,0.000933707
G1936,0,0.003875969
G1937,0,0.006926407
G1938,0,0.002570694
G1939,0,0.004728132
G1940,0,0.006822612
G1941,0,0.002534854
G1942,0,0.001579779
G1943,0,0.000567859
G1944,0,0.008878128
G1945,0,0.021978022
G1946,0,0.007518797
G1947,0,0.004975124
G1948,0,0.007898894
G1949,0,0.00669344
G1950,0,0.018018018
G1951,0,0.001051525
G1952,0,0.004338395
G1953,0,0.003003003
G1954,0,0.010526316
G1955,0,0.001606426
G1956,0,0.001550388
G1957,0,0.014634146
G1958,0,0.006802721
G1959,0,0.001594896
G1960,0,0.003072197
G1961,0,0.00456621
G1962,0,0.000893655
G1963,0,0.003350084
G1964,0,0.004744958
G1965,0,0.003205128
G1966,0,0.001692047
G1967,0,0.008714597
G1968,0,0.006289308
G1969,0,0.007490637
G1970,0,0.003759398
G1971,0,0.009661836
G1972,0,0.003802281
G1973,0,0.006626905
G1974,0,0.009163803
G1975,0,0.000885347
G1976,0,0.004273504
G1977,0,0.003597122
G1978,0,0.006
G1979,0,0.024024024
G1980,0,0.005797101
G1981,0,0.008849558
G1982,0,0.00170068
G1983,0,0.005649718
G1984,0,0.005022831
G1985,0,0.013114754
G1986,0,0.008130081
G1987,0,0.011396011
G1988,0,0.015873016
G1989,0,0.012820513
G1990,0,0.00269438
G1991,0,0.008210181
G1992,0,0.001430615
G1993,0,0.000688705
G1994,0,0.017276423
G1995,0,0.003787879
G1996,0,0.008130081
G1997,0,0.012578616
G1998,0,0.006493506
G1999,0,0.003693444
G2000,0,0.008474576
G2001,0,0.004655493
G2002,0,0.0125
G2003,0,0.004541326
G2004,0,0.00877193
G2005,0,0.006024096
G2006,0,0.009389671
G2007,0,0.004081633
G2008,0,0.007374631
G2009,0,0.003174603
G2010,0,0.004004004
G2011,0,0.004065041
G2012,0,0.007168459
G2013,0,0.002710027
G2014,0,0.006150062
G2015,0,0.006980803
G2016,0,0.002849003
G2017,0,0.001338688
G2018,0,0.00122549
G2019,0,0.01826484
G2020,0,0.005586592
G2021,0,0.002754821
G2022,0,0.002663623
G2023,0,0.004975124
G2024,0,0.004668534
G2025,0,0.001831502
G2026,0,0.003037206
G2027,0,0.007407407
G2028,0,0.003490401
G2029,0,0.011494253
G2030,0,0.008522727
G2031,0,0.000859107
G2032,0,0.001888574
G2033,0,0.001821494
G2034,0,0.006410256
G2035,0,0.000856898
G2036,0,0.005952381
G2037,0,0.013888889
G2038,0,0.001736111
G2039,0,0.008928571
G2040,0,0.011261261
G2041,0,0.003115265
G2042,0,0.037037037
G2043,0,0.010869565
G2044,0,0.007518797
G2045,0,0.012077295
G2046,0,0.006451613
G2047,0,0.006622517
G2048,0,0.013495277
G2049,0,0.009803922
G2050,0,0.013422819
G2051,0,0.006578947
G2052,0,0.011764706
G2053,0,0.005970149
G2054,0,0.002136752
G2055,0,0.005327245
G2056,0,0.007285974
G2057,0,0.018779343
G2058,0,0.007235142
G2059,0,0.005376344
G2060,0,0.001610306
G2061,0,0.005688282
G2062,0,0.004025765
G2063,0,0.005263158
G2064,0,0.001338688
G2065,0,0.009803922
G2066,0,0.001481481
G2067,0,0.003100775
G2068,0,0.004668534
G2069,0,0.004009164
G2070,0,0.003610108
G2071,0,0.001862197
G2072,0,0.003115265
G2073,0,0.00764526
G2074,0,0.001883239
G2075,0,0.008746356
G2076,0,0.004574042
G2077,0,0.00098536
G2078,0,0.005555556
G2079,0,0.001692047
G2080,0,0.004115226
G2081,0,0.00530303
G2082,0,0.009029345
G2083,0,0.00456621
G2084,0,0.004975124
G2085,0,0.009009009
G2086,0,0.004192872
G2087,0,0.013374486
G2088,0,0.011904762
G2089,0,0.004329004
G2090,0,0.009832842
G2091,0,0.001792115
G2092,0,0.003035823
G2093,0,0.000716846
G2094,0,0.001494768
G2095,0,0.004719764
G2096,0,0.006489676
G2097,0,0.001718213
G2098,0,0.010416667
G2099,0,0.008888889
G2100,0,0.006153846
G2101,0,0.004943503
G2102,0,0.003921569
G2103,0,0.001048218
G2104,0,0.011111111
G2105,0,0.002096436
G2106,0,0.006918239
G2107,0,0.003759398
G2108,0,0.002290951
G2109,0,0.014285714
G2110,0,0.004975124
G2111,0,0.000766284
G2112,0,0.007246377
G2113,0,0.00331525
G2114,0,0.001430615
G2115,0,0.00322841
G2116,0,0.009646302
G2117,0,0.004444444
G2118,0,0.015334948
G2119,0,0.009578544
G2120,0,0.003734827
G2121,0,0.00130719
G2122,0,0.007326007
G2123,0,0.014725569
G2124,0,0.018518519
G2125,0,0.002267574
G2126,0,0.014204545
G2127,0,0.007650273
G2128,0,0.007960199
G2129,0,0.0027894
G2130,0,0.00856898
G2131,0,0.015082956
G2132,0,0.002
G2133,0,0.00140647
G2134,0,0.008056395
G2135,0,0.00170068
G2136,0,0.002178649
G2137,0,0.009009009
G2138,0,0.001131862
G2139,0,0.003853565
G2140,0,0.002339181
G2141,0,0.00623053
G2142,0,0.004528986
G2143,0,0.004640371
G2144,0,0.004848485
G2145,0,0.001696353
G2146,0,0.009893455
G2147,0,0.014492754
G2148,0,0.006134969
G2149,0,0.001792115
G2150,0,0.009389671
G2151,0,0.005524862
G2152,0,0.025252525
G2153,0,0.005352364
G2154,0,0.001618123
G2155,0,0.009746589
G2156,0,0.010198604
G2157,0,0.005069708
G2158,0,0.00744879
G2159,0,0.005979073
G2160,0,0.002836879
G2161,0,0.004028197
G2162,0,0.003333333
G2163,0,0.005847953
G2164,0,0.00887199
G2165,0,0.001494768
G2166,0,0.00982801
G2167,0,0.001811594
G2168,0,0.002710027
G2169,0,0.004975124
G2170,0,0.006349206
G2171,0,0.006734007
G2172,0,0.01187447
G2173,0,0.000944287
G2174,0,0.009208103
G2175,0,0.004032258
G2176,0,0.011396011
G2177,0,0.003490401
G2178,0,0.002631579
G2179,0,0.008583691
G2180,0,0.003205128
G2181,0,0.006410256
G2182,0,0.008547009
G2183,0,0.007801418
G2184,0,0.008108108
G2185,0,0.002923977
G2186,0,0.007495591
G2187,0,0.002570694
G2188,0,0.007092199
G2189,0,0.002849003
G2190,0,0.003623188
G2191,0,0.006535948
G2192,0,0.003248863
G2193,0,0.003289474
G2194,0,0.009009009
G2195,0,0.002645503
G2196,0,0.007228916
G2197,0,0.014749263
G2198,0,0.00280112
G2199,0,0.007777778
G2200,0,0.016771488
G2201,0,0.006552007
G2202,0,0.007263923
G2203,0,0.013333333
G2204,0,0.002020202
G2205,0,0.009853604
G2206,0,0.01037037
G2207,0,0.0125
G2208,0,0.002949853
G2209,0,0.007936508
G2210,0,0.003831418
G2211,0,0.006965174
G2212,0,0.009491268
G2213,0,0.004694836
G2214,0,0.011282051
G2215,0,0.00351803
G2216,0,0.007092199
G2217,0,0.002083333
G2218,0,0.007032349
G2219,0,0.00660066
G2220,0,0.006349206
G2221,0,0.007575758
G2222,0,0.005899705
G2223,0,0.001481481
G2224,0,0.002347418
G2225,0,0.01459854
G2226,0,0.001872659
G2227,0,0.003703704
G2228,0,0.001801802
G2229,0,0.00248293
G2230,0,0.005291005
G2231,0,0.005911778
G2232,0,0.002380952
G2233,0,0.005727377
G2234,0,0.009803922
G2235,0,0.001368925
G2236,0,0.007272727
G2237,0,0.001597444
G2238,0,0.001759015
G2239,0,0.002688172
G2240,0,0.001836547
G2241,0,0.00130719
G2242,0,0.002298851
G2243,0,0.002283105
G2244,0,0.004385965
G2245,0,0.009090909
G2246,0,0.001683502
G2247,0,0.005347594
G2248,0,0.020316027
G2249,0,0.010903427
G2250,0,0.008438819
G2251,0,0.001638002
G2252,0,0.001360544
G2253,0,0.004357298
G2254,0,0.003693444
G2255,0,0.00353857
G2256,0,0.003597122
G2257,0,0.008032129
G2258,0,0.005382545
G2259,0,0.007246377
G2260,0,0.004166667
G2261,0,0.003540718
G2262,0,0.004295533
G2263,0,0.003115265
G2264,0,0.011456024
G2265,0,0.004504505
G2266,0,0.004226096
G2267,0,0.002949853
G2268,0,0.003703704
G2269,0,0.001893939
G2270,0,0.012121212
G2271,0,0.005291005
G2272,0,0.0013947
G2273,0,0.003395586
G2274,0,0.009157509
G2275,0,0.008468052
G2276,0,0.001888574
G2277,0,0.011764706
G2278,0,0.003037206
G2279,0,0.005952381
G2280,0,0.007168459
G2281,0,0.002836879
G2282,0,0.00877193
G2283,0,0.002659574
G2284,0,0.035087719
G2285,0,0.003924867
G2286,0,0.007142857
G2287,0,0.00357462
G2288,0,0.005899705
G2289,0,0.012269939
G2290,0,0.007982384
G2291,0,0.008438819
G2292,0,0.002062706
G2293,0,0.008522727
G2294,0,0.002339181
G2295,0,0.010515247
G2296,0,0.002506266
G2297,0,0.001972387
G2298,0,0.004016064
G2299,0,0.009259259
G2300,0,0.001013171
G2301,0,0.001883239
G2302,0,0.00877193
G2303,0,0.011725293
G2304,0,0.010437052
G2305,0,0.00729927
G2306,0,0.002849003
G2307,0,0.004147227
G2308,0,0.009738822
G2309,0,0.002849003
G2310,0,0.002083333
G2311,0,0.002227171
G2312,0,0.008450704
G2313,0,0.002252252
G2314,0,0.008888889
G2315,0,0.006802721
G2316,0,0.005717553
G2317,0,0.00617284
G2318,0,0.003745318
G2319,0,0.009009009
G2320,0,0.025014543
G2321,0,0.005988024
G2322,0,0.006993007
G2323,0,0.002070393
G2324,0,0.005333333
G2325,0,0.012745098
G2326,0,0.00805153
G2327,0,0.002949853
G2328,0,0.009933775
G2329,0,0.004975124
G2330,0,0.001841621
G2331,0,0.014492754
G2332,0,0.005464481
G2333,0,0.003174603
G2334,0,0.004504505
G2335,0,0.001302083
G2336,0,0.011284722
G2337,0,0.01
G2338,0,0.009186352
G2339,0,0.00456621
G2340,0,0.004016064
G2341,0,0.002659574
G2342,0,0.014925373
G2343,0,0.002185792
G2344,0,0.003384095
G2345,0,0.006410256
G2346,0,0.002314815
G2347,0,0.003248863
G2348,0,0.002237136
G2349,0,0.001422475
G2350,0,0.009493671
G2351,0,0.011217949
G2352,0,0.002016129
G2353,0,0.001179941
G2354,0,0.004329004
G2355,0,0.006928406
G2356,0,0.003745318
G2357,0,0.003267974
G2358,0,0.017241379
G2359,0,0.003683241
G2360,0,0.009259259
G2361,0,0.006448413
G2362,0,0.00893796
G2363,0,0.001253133
G2364,0,0.003539823
G2365,0,0.00081103
G2366,0,0.000384468
G2367,0,0.008547009
G2368,0,0.001960784
G2369,0,0.009389671
G2370,0,0.006016847
G2371,0,0.008032129
G2372,0,0.006410256
G2373,0,0.002339181
G2374,0,0.004255319
G2375,0,0.001312336
G2376,0,0.01322314
G2377,0,0.002026342
G2378,0,0.002027575
G2379,0,0.003703704
G2380,0,0.007130125
G2381,0,0.003671072
G2382,0,0.015804598
G2383,0,0.002688172
G2384,0,0.001924557
G2385,0,0.002604167
G2386,0,0.011695906
G2387,0,0.009681881
G2388,0,0.009508716
G2389,0,0.001383126
G2390,0,0.003773585
G2391,0,0.006430868
G2392,0,0.002525253
G2393,0,0.011904762
G2394,0,0.001811594
G2395,0,0.010335917
G2396,0,0.005542359
G2397,0,0.000769823
G2398,0,0.007092199
G2399,0,0.006435006
G2400,0,0.015440509
G2401,0,0.002083333
G2402,0,0.003975014
G2403,0,0.005555556
G2404,0,0.01300813
G2405,0,0.006666667
G2406,0,0.006441224
G2407,0,0.00243309
G2408,0,0.002638522
G2409,0,0.010152284
G2410,0,0.014328808
G2411,0,0.001424501
G2412,0,0.0041841
G2413,0,0.009150327
G2414,0,0.003527337
G2415,0,0.002544529
